season,week,game_type,date,time_et,neutral,away,home,score_diff,winner,team_winner,first_downs,passing_first_downs,rushing_first_downs,penalty_first_downs,third_down_completion,third_down_att,fourth_down_comp,fourth_down_att,plays,drives,yards,pass_comp,pass_att,pass_yards,sacks,sack_yards,rush_att,rush_yards,penalties,penalty_yards,redzone_comp,redzone_att,fumbles,interceptions,def_st_td
2006,1,Regular,9/7/06,8:30 PM,FALSE,Dolphins,Steelers,11,home,Steelers,5,-1,3,3,2,2,1,0,8,1,64,-3,-12,-44,0,-9,20,108,-5,-53,-1,-1,1,-2,2
2006,1,Regular,9/10/06,1:00 PM,FALSE,Eagles,Texans,-14,away,Eagles,-5,-8,0,3,-5,-2,1,2,-14,1,-200,-6,-8,-140,4,34,-10,-60,-2,-31,-1,0,0,-1,0
2006,1,Regular,9/10/06,1:00 PM,FALSE,Falcons,Panthers,-14,away,Falcons,-9,2,-10,-1,-2,-1,0,1,-11,0,-170,11,17,17,3,29,-31,-187,6,25,-1,-3,1,1,0
2006,1,Regular,9/10/06,1:00 PM,FALSE,Bills,Patriots,2,home,Patriots,7,1,6,0,2,2,2,1,17,3,79,-4,0,-5,0,4,17,84,-6,-48,1,1,1,1,-2
2006,1,Regular,9/10/06,1:00 PM,FALSE,Broncos,Rams,8,home,Rams,-1,2,-3,0,-2,3,-1,-1,10,2,61,5,8,97,-1,-18,3,-36,6,64,-1,4,-2,-3,0
2006,1,Regular,9/10/06,1:00 PM,FALSE,Ravens,Buccaneers,-27,away,Ravens,-8,-4,-2,-2,-2,-2,0,1,-12,-1,-129,1,7,-52,2,8,-21,-77,-1,-4,-2,-2,0,3,-2
2006,1,Regular,9/10/06,1:00 PM,FALSE,Jets,Titans,-7,away,Jets,-2,-2,3,-3,1,0,1,2,0,0,-65,-4,9,-60,0,-9,-9,-5,0,17,-1,-3,-2,3,0
2006,1,Regular,9/10/06,1:00 PM,FALSE,Seahawks,Lions,-3,away,Seahawks,-2,-2,-1,1,3,3,0,0,-4,-3,-13,-4,7,40,-2,-21,-9,-53,-1,6,0,0,0,0,0
2006,1,Regular,9/10/06,1:00 PM,FALSE,Saints,Browns,-5,away,Saints,-2,-6,1,3,-4,-6,0,-1,-17,-1,-140,0,-3,-69,5,31,-19,-71,-2,-9,1,-1,0,1,0
2006,1,Regular,9/10/06,1:00 PM,FALSE,Bengals,Chiefs,-13,away,Bengals,6,6,0,0,1,2,3,4,13,0,53,10,16,56,6,47,-9,-3,0,0,0,-1,1,1,0
2006,1,Regular,9/10/06,4:15 PM,FALSE,Bears,Packers,-26,away,Bears,-4,-4,2,-2,-3,-3,1,2,-8,0,-94,-3,3,-88,2,16,-13,-6,1,20,0,-4,1,1,-1
2006,1,Regular,9/10/06,4:15 PM,FALSE,49ers,Cardinals,7,home,Cardinals,4,7,-1,-2,6,5,-1,-1,10,-1,-26,0,-3,-3,2,16,11,-23,3,23,2,2,-1,0,0
2006,1,Regular,9/10/06,4:15 PM,FALSE,Cowboys,Jaguars,7,home,Jaguars,8,5,2,1,-1,-2,-1,-1,10,0,-16,7,1,-6,-1,-3,10,-10,-7,-52,3,3,0,-2,0
2006,1,Regular,9/10/06,8:15 PM,FALSE,Colts,Giants,-5,away,Colts,1,-3,5,-1,-7,-8,0,1,-3,-2,106,-5,-7,-25,-1,-4,5,131,7,44,0,-3,1,0,0
2006,1,Regular,9/11/06,7:00 PM,FALSE,Vikings,Commanders,-3,away,Vikings,-3,-2,1,-2,-5,-4,0,0,-12,-2,-43,1,-2,-60,-1,0,-9,17,-2,-5,0,2,0,0,0
2006,1,Regular,9/11/06,10:15 PM,FALSE,Chargers,Raiders,-27,away,Chargers,-5,-1,-3,-1,-5,-4,-1,0,-11,-1,-173,0,8,-66,9,54,-28,-107,4,29,-3,-3,1,0,0
2006,2,Regular,9/17/06,1:00 PM,FALSE,Panthers,Vikings,3,home,Vikings,3,1,2,0,-1,1,3,3,8,0,94,3,-1,61,3,17,6,33,3,22,0,1,-1,1,0
2006,2,Regular,9/17/06,1:00 PM,FALSE,Raiders,Ravens,22,home,Ravens,0,1,3,-4,4,6,-1,-2,7,2,102,6,6,3,-4,-22,5,99,4,27,1,3,-3,-2,0
2006,2,Regular,9/17/06,1:00 PM,FALSE,Giants,Eagles,-6,away,Giants,-1,-3,3,-1,0,-1,0,1,-1,-1,47,-4,2,26,-7,-47,4,21,1,-9,1,1,1,-1,-1
2006,2,Regular,9/17/06,1:00 PM,FALSE,Bills,Dolphins,-10,away,Bills,3,5,-1,-1,2,2,1,1,7,0,111,12,14,124,5,43,-12,-13,2,45,0,-1,0,1,0
2006,2,Regular,9/17/06,1:00 PM,FALSE,Saints,Packers,-7,away,Saints,1,1,0,0,3,3,-1,0,10,-1,5,5,14,-10,-2,-3,-2,15,3,17,1,4,-1,0,0
2006,2,Regular,9/17/06,1:00 PM,FALSE,Browns,Bengals,17,home,Bengals,10,10,2,-2,6,5,0,-1,23,2,180,4,7,77,4,31,12,103,7,22,1,2,-1,0,0
2006,2,Regular,9/17/06,1:00 PM,FALSE,Lions,Bears,27,home,Bears,7,5,2,0,5,3,-1,-1,12,1,138,-2,-2,95,-6,-31,20,43,-8,-11,1,1,-2,0,0
2006,2,Regular,9/17/06,1:00 PM,FALSE,Buccaneers,Falcons,11,home,Falcons,0,-12,14,-2,-2,-1,0,0,-7,-2,31,-18,-37,-235,2,14,28,266,0,-16,2,3,1,-2,0
2006,2,Regular,9/17/06,1:00 PM,FALSE,Texans,Colts,19,home,Colts,16,8,6,2,5,3,0,0,22,2,216,4,12,199,-2,-18,12,17,-1,2,2,4,-1,0,0
2006,2,Regular,9/17/06,4:05 PM,FALSE,Rams,49ers,7,home,49ers,-3,-2,0,-1,-3,-5,-1,-1,-13,0,95,-8,-12,86,-6,-38,5,9,-4,-20,-1,1,0,0,0
2006,2,Regular,9/17/06,4:05 PM,FALSE,Cardinals,Seahawks,11,home,Seahawks,3,-2,7,-2,0,-1,0,0,3,1,85,-12,-11,4,-2,-14,16,81,-4,7,2,3,-1,1,0
2006,2,Regular,9/17/06,4:15 PM,FALSE,Chiefs,Broncos,3,home,Broncos,2,0,1,1,-2,1,1,1,8,2,42,-1,7,42,-1,-2,2,0,-4,-26,0,0,-2,1,0
2006,2,Regular,9/17/06,4:15 PM,FALSE,Patriots,Jets,-7,away,Patriots,-8,-1,-8,1,3,4,0,1,-4,0,-20,7,8,75,3,11,-15,-95,-2,-16,-3,-4,-1,0,0
2006,2,Regular,9/17/06,4:15 PM,FALSE,Titans,Chargers,33,home,Chargers,12,4,7,1,3,1,-1,-1,15,-1,258,12,-3,72,0,0,18,186,1,-2,3,5,0,-2,0
2006,2,Regular,9/17/06,8:15 PM,FALSE,Commanders,Cowboys,17,home,Cowboys,6,2,2,2,4,2,1,0,12,0,122,1,6,77,-5,-37,11,45,-2,-27,2,2,1,-1,-1
2006,2,Regular,9/18/06,8:30 PM,FALSE,Steelers,Jaguars,9,home,Jaguars,8,6,3,-1,3,5,0,0,22,1,209,9,7,125,-1,-6,16,84,7,61,0,3,0,-1,0
2006,3,Regular,9/24/06,1:00 PM,FALSE,Panthers,Buccaneers,-2,away,Panthers,-9,-5,-4,0,2,0,0,0,-16,-1,-141,-8,-11,-104,-2,-13,-3,-37,-1,16,2,3,-2,1,0
2006,3,Regular,9/24/06,1:00 PM,FALSE,Bengals,Steelers,-8,away,Bengals,12,0,9,3,3,4,2,2,23,0,119,0,13,36,-3,-21,13,83,-3,-20,0,3,1,1,0
2006,3,Regular,9/24/06,1:00 PM,FALSE,Bears,Vikings,-3,away,Bears,-8,-7,0,-1,0,0,-1,0,-7,1,-39,-2,-10,-85,0,1,3,46,-2,1,0,0,2,-2,2
2006,3,Regular,9/24/06,1:00 PM,FALSE,Jets,Bills,-8,away,Jets,11,6,2,3,-1,0,0,3,19,1,219,3,10,124,2,21,7,95,-2,-9,-2,1,2,1,-2
2006,3,Regular,9/24/06,1:00 PM,FALSE,Jaguars,Colts,7,home,Colts,-6,3,-8,-1,-3,-3,-1,-1,-16,0,-25,-2,3,103,1,9,-20,-128,0,-3,-1,-2,0,-2,1
2006,3,Regular,9/24/06,1:00 PM,FALSE,Packers,Lions,-7,away,Packers,5,0,3,2,-4,-3,1,3,3,1,24,0,4,-21,3,23,-4,45,1,16,-1,-2,-2,1,-2
2006,3,Regular,9/24/06,1:00 PM,FALSE,Commanders,Texans,-16,away,Commanders,-8,1,-9,0,-6,-6,0,0,-20,0,-234,-5,2,-61,1,8,-23,-173,-5,-69,0,-1,0,1,0
2006,3,Regular,9/24/06,1:00 PM,FALSE,Titans,Dolphins,3,home,Dolphins,3,-1,4,0,0,2,0,0,11,1,-27,-2,-7,-124,4,23,14,97,-1,-18,1,1,0,-2,0
2006,3,Regular,9/24/06,4:05 PM,FALSE,Ravens,Browns,-1,away,Ravens,-1,-2,0,1,-1,-3,0,-1,-11,-3,-52,-2,-8,-4,5,38,-8,-48,-3,-13,0,-2,1,1,0
2006,3,Regular,9/24/06,4:15 PM,FALSE,Eagles,49ers,-14,away,Eagles,7,1,4,2,2,6,1,1,23,-1,-24,9,13,3,0,-6,10,-27,-1,-8,0,-1,1,0,-2
2006,3,Regular,9/24/06,4:15 PM,FALSE,Rams,Cardinals,-2,away,Rams,2,-2,4,0,0,-1,1,0,-3,-2,-17,-2,-3,-55,0,2,0,38,0,27,1,2,-1,3,0
2006,3,Regular,9/24/06,4:15 PM,FALSE,Giants,Seahawks,12,home,Seahawks,8,0,7,1,8,7,0,0,22,-2,-4,0,-3,-37,-1,-11,26,33,-4,-41,4,3,-1,0,-2
2006,3,Regular,9/24/06,8:15 PM,FALSE,Broncos,Patriots,-10,away,Broncos,3,8,-3,-2,-3,0,1,3,12,0,-30,16,25,64,0,0,-13,-94,-1,26,1,1,0,0,0
2006,3,Regular,9/25/06,8:30 PM,FALSE,Falcons,Saints,20,home,Saints,9,2,5,2,1,-4,-2,-3,4,1,97,8,-3,68,-4,-14,11,29,-1,-3,1,1,0,0,1
2006,4,Regular,10/1/06,1:00 PM,FALSE,Chargers,Ravens,3,home,Ravens,1,3,-3,1,2,-2,-1,-3,-11,0,-78,4,7,16,1,-3,-19,-94,-6,-48,2,2,1,1,0
2006,4,Regular,10/1/06,1:00 PM,FALSE,Saints,Panthers,3,home,Panthers,-2,-5,5,-2,0,-1,0,0,-3,1,-83,-9,-9,-187,0,7,6,104,2,10,1,0,-1,0,0
2006,4,Regular,10/1/06,1:00 PM,FALSE,Colts,Jets,-3,away,Colts,-3,-4,-2,3,0,1,1,2,-5,1,-31,-4,-7,-6,1,-4,1,-25,-5,-17,-1,-1,2,1,1
2006,4,Regular,10/1/06,1:00 PM,FALSE,Dolphins,Texans,2,home,Texans,4,1,2,1,6,4,-1,0,9,0,-13,-1,-10,-8,0,-11,19,-5,-3,-20,1,0,1,1,0
2006,4,Regular,10/1/06,1:00 PM,FALSE,Cowboys,Titans,-31,away,Cowboys,-7,-2,-5,0,1,2,-1,0,-3,1,-167,1,9,-28,2,4,-14,-139,0,-6,-4,-4,1,1,-2
2006,4,Regular,10/1/06,1:00 PM,FALSE,Vikings,Bills,5,home,Bills,6,0,5,1,3,1,-2,-2,8,-2,-32,-2,-12,-64,3,21,17,32,3,26,1,1,0,-2,0
2006,4,Regular,10/1/06,1:00 PM,FALSE,Cardinals,Falcons,22,home,Falcons,5,-3,9,-1,0,2,0,0,7,0,218,-4,-7,-18,-2,-11,16,236,1,21,0,5,-2,-1,0
2006,4,Regular,10/1/06,1:00 PM,FALSE,49ers,Chiefs,41,home,Chiefs,13,10,1,2,5,2,0,0,12,1,168,5,-2,132,-4,-16,18,36,-3,-43,3,4,-2,-2,1
2006,4,Regular,10/1/06,4:05 PM,FALSE,Lions,Rams,7,home,Rams,2,2,0,0,-1,1,0,-1,4,2,57,-3,-1,44,-1,4,6,13,4,-4,1,0,-1,-2,0
2006,4,Regular,10/1/06,4:15 PM,FALSE,Patriots,Bengals,-25,away,Patriots,-9,1,-10,0,-4,-2,-1,-1,-11,0,-145,5,9,20,4,37,-24,-165,2,13,-2,-3,2,-1,0
2006,4,Regular,10/1/06,4:15 PM,FALSE,Browns,Raiders,-3,away,Browns,-7,-6,-1,0,-4,-3,-2,-1,-17,-1,-43,-13,-8,-133,2,9,-11,90,2,10,-2,-4,-1,-1,2
2006,4,Regular,10/1/06,4:15 PM,FALSE,Jaguars,Commanders,6,home,Commanders,10,1,9,0,5,1,-2,-2,16,1,174,-2,-4,54,-4,-15,24,120,0,5,2,2,0,0,0
2006,4,Regular,10/1/06,8:15 PM,FALSE,Seahawks,Bears,31,home,Bears,7,0,7,0,2,-1,1,1,9,1,132,0,-6,66,-4,-36,19,66,-2,1,3,3,0,-2,0
2006,4,Regular,10/2/06,8:30 PM,FALSE,Packers,Eagles,22,home,Eagles,3,2,1,0,0,-3,0,0,-12,1,80,-7,-15,48,4,32,-1,32,-2,-9,2,2,1,-2,0
2006,5,Regular,10/8/06,1:00 PM,FALSE,Buccaneers,Saints,3,home,Saints,-3,-1,-1,-1,-2,-1,0,-2,-8,-1,-92,1,2,-48,-2,-6,-8,-44,1,-17,-2,-1,-1,0,1
2006,5,Regular,10/8/06,1:00 PM,FALSE,Commanders,Giants,16,home,Giants,10,3,8,-1,6,5,0,-1,24,2,247,11,11,170,-3,-23,16,77,3,41,1,4,0,0,0
2006,5,Regular,10/8/06,1:00 PM,FALSE,Dolphins,Patriots,10,home,Patriots,-2,-2,1,-1,1,1,2,1,1,1,-70,-10,-12,-87,0,-5,13,17,-3,-22,1,4,0,-2,0
2006,5,Regular,10/8/06,1:00 PM,FALSE,Browns,Panthers,8,home,Panthers,-2,-3,1,0,-2,-3,0,0,-10,1,40,-6,-14,12,-1,-15,5,28,-3,-36,1,1,-1,-2,2
2006,5,Regular,10/8/06,1:00 PM,FALSE,Titans,Colts,1,home,Colts,5,6,0,-1,3,2,0,0,13,-1,43,10,10,103,0,0,3,-60,-1,9,1,1,1,0,0
2006,5,Regular,10/8/06,1:00 PM,FALSE,Rams,Packers,-3,away,Rams,1,-2,0,3,4,3,0,0,7,1,9,4,11,6,0,-6,-4,3,-6,-37,-1,-1,2,0,0
2006,5,Regular,10/8/06,1:00 PM,FALSE,Bills,Bears,33,home,Bears,13,4,8,1,5,3,0,-1,24,1,206,5,4,108,0,-12,20,98,-3,-23,3,5,-1,-3,0
2006,5,Regular,10/8/06,1:00 PM,FALSE,Lions,Vikings,9,home,Vikings,5,0,3,2,2,1,-1,-2,6,1,119,3,-8,0,-5,-24,19,119,-2,-10,-1,0,1,-2,4
2006,5,Regular,10/8/06,4:05 PM,FALSE,Chiefs,Cardinals,-3,away,Chiefs,0,-4,5,-1,-2,0,1,1,2,-1,-3,-4,-3,-40,1,5,4,37,2,1,-1,-2,-2,1,0
2006,5,Regular,10/8/06,4:05 PM,FALSE,Raiders,49ers,14,home,49ers,0,1,-1,0,2,2,-1,1,4,1,-40,-3,-13,-51,-1,0,18,11,-2,-15,0,1,-1,-3,2
2006,5,Regular,10/8/06,4:05 PM,FALSE,Jets,Jaguars,41,home,Jaguars,8,6,2,0,3,-1,0,-2,2,1,135,-1,2,86,-5,-17,5,49,3,3,5,4,-1,-3,0
2006,5,Regular,10/8/06,4:15 PM,FALSE,Cowboys,Eagles,14,home,Eagles,-7,1,-8,0,-5,-6,-1,-2,-30,1,63,0,-5,157,-4,-26,-21,-94,-4,18,0,0,0,-3,0
2006,5,Regular,10/8/06,8:15 PM,FALSE,Steelers,Chargers,10,home,Chargers,6,3,3,0,6,7,0,-2,18,1,76,4,6,25,-1,-3,13,51,-2,-20,0,4,0,-1,0
2006,5,Regular,10/9/06,8:30 PM,FALSE,Ravens,Broncos,10,home,Broncos,-3,-2,-1,0,0,-3,0,0,-8,3,-35,-7,-10,-48,-1,-11,3,13,0,10,1,1,1,-2,0
2006,6,Regular,10/15/06,1:00 PM,FALSE,Panthers,Ravens,-2,away,Panthers,-4,-3,1,-2,-2,0,2,2,-10,-2,-122,-5,-4,-144,2,9,-8,22,1,20,2,-1,0,0,0
2006,6,Regular,10/15/06,1:00 PM,FALSE,Titans,Commanders,-3,away,Titans,-3,-1,-1,-1,1,-3,-1,-1,-14,0,-39,3,5,29,-3,-10,-16,-68,1,-5,0,-3,1,1,0
2006,6,Regular,10/15/06,1:00 PM,FALSE,Bengals,Buccaneers,1,home,Buccaneers,7,2,2,3,3,2,1,0,12,0,-5,1,7,-78,0,1,5,73,-1,-9,2,1,0,1,0
2006,6,Regular,10/15/06,1:00 PM,FALSE,Eagles,Saints,3,home,Saints,2,2,1,-1,5,6,0,0,14,1,48,8,6,49,-3,-21,11,-1,-1,-3,0,1,-1,1,0
2006,6,Regular,10/15/06,1:00 PM,FALSE,Seahawks,Rams,-2,away,Seahawks,1,2,-1,0,-1,-2,0,0,1,-3,4,7,5,70,2,22,-6,-66,-4,7,1,-1,0,1,0
2006,6,Regular,10/15/06,1:00 PM,FALSE,Texans,Cowboys,28,home,Cowboys,9,2,7,0,5,3,0,1,14,-1,122,-4,-8,-14,2,19,20,136,2,18,3,3,-1,-2,0
2006,6,Regular,10/15/06,1:00 PM,FALSE,Giants,Falcons,-13,away,Giants,-12,-4,-8,0,2,4,0,1,-10,0,-95,-3,-3,-59,5,33,-12,-36,-1,-5,-3,-5,1,-1,0
2006,6,Regular,10/15/06,1:00 PM,FALSE,Bills,Lions,3,home,Lions,5,6,-1,0,0,1,0,1,6,-2,155,3,2,105,-2,-34,6,50,4,20,0,2,-2,0,0
2006,6,Regular,10/15/06,4:15 PM,FALSE,Dolphins,Jets,3,home,Jets,-9,-8,-1,0,-4,-2,0,-1,-14,0,-123,-10,-14,-97,2,6,-2,-26,2,9,-2,-1,-1,-2,0
2006,6,Regular,10/15/06,4:15 PM,FALSE,Chiefs,Steelers,38,home,Steelers,9,1,9,-1,3,-1,1,0,4,2,244,-2,-19,63,0,-4,23,181,-1,-9,3,4,1,-3,2
2006,6,Regular,10/15/06,4:15 PM,FALSE,Chargers,49ers,-29,away,Chargers,-15,-5,-6,-4,-8,-4,0,1,-19,0,-147,-9,-8,-152,5,32,-16,5,3,65,-2,-3,1,1,0
2006,6,Regular,10/15/06,8:15 PM,FALSE,Raiders,Broncos,10,home,Broncos,1,-4,5,0,1,-2,-1,-2,-9,1,-9,-2,-8,-68,-2,-19,1,59,-8,-56,1,2,0,-1,0
2006,6,Regular,10/16/06,8:30 PM,FALSE,Bears,Cardinals,-1,away,Bears,8,5,2,1,2,6,0,-1,26,1,118,10,5,90,-1,-2,22,28,3,15,1,3,0,-4,-5
2006,7,Regular,10/22/06,1:00 PM,FALSE,Lions,Jets,7,home,Jets,5,-8,10,3,4,2,-2,-2,7,1,12,-6,-14,-84,1,4,20,96,-7,-40,2,3,0,-1,0
2006,7,Regular,10/22/06,1:00 PM,FALSE,Jaguars,Texans,20,home,Texans,7,5,3,-1,2,2,0,-2,15,1,129,11,6,100,0,-1,9,29,-4,-18,0,4,-2,0,0
2006,7,Regular,10/22/06,1:00 PM,FALSE,Eagles,Buccaneers,2,home,Buccaneers,-8,-7,-3,2,-2,3,1,1,-5,0,-310,-9,-9,-213,1,15,3,-97,-5,-50,-2,-2,-1,-3,4
2006,7,Regular,10/22/06,1:00 PM,FALSE,Packers,Dolphins,-10,away,Packers,7,10,-1,-2,3,3,1,1,17,0,102,14,27,190,2,18,-12,-88,-1,-4,1,0,-1,3,-2
2006,7,Regular,10/22/06,1:00 PM,FALSE,Patriots,Bills,-22,away,Patriots,-6,-2,-3,-1,-4,-3,0,0,-6,0,-10,-2,-2,9,-2,-12,-2,-19,6,42,-3,-2,3,1,0
2006,7,Regular,10/22/06,1:00 PM,FALSE,Panthers,Bengals,3,home,Bengals,5,3,-1,3,4,5,1,1,18,0,65,3,5,13,-1,-11,14,52,-3,14,1,1,0,-1,0
2006,7,Regular,10/22/06,1:00 PM,FALSE,Chargers,Chiefs,3,home,Chiefs,-3,-4,2,-1,0,-2,-1,-1,-12,2,6,-11,-17,-31,-2,-4,7,37,-1,-10,1,0,-1,-1,0
2006,7,Regular,10/22/06,1:00 PM,FALSE,Steelers,Falcons,3,home,Falcons,-3,-9,5,1,1,5,0,0,6,1,-74,-6,-5,-192,-2,-9,13,118,-3,-25,-1,1,-3,2,0
2006,7,Regular,10/22/06,4:05 PM,FALSE,Broncos,Browns,-10,away,Broncos,-12,-6,-6,0,-8,-9,-1,2,-29,-1,-182,-1,-8,-66,3,6,-24,-116,-1,-20,-1,-2,2,-1,0
2006,7,Regular,10/22/06,4:15 PM,FALSE,Commanders,Colts,14,home,Colts,6,6,0,0,-1,-4,-2,-2,-3,0,127,-2,-2,131,-2,-15,1,-4,-7,-64,1,1,0,0,-1
2006,7,Regular,10/22/06,4:15 PM,FALSE,Cardinals,Raiders,13,home,Raiders,12,5,6,1,12,9,0,0,22,1,171,6,3,84,2,-8,17,87,4,45,1,2,3,0,0
2006,7,Regular,10/22/06,4:15 PM,FALSE,Vikings,Seahawks,-18,away,Vikings,2,2,-2,2,1,2,0,0,8,-1,-42,5,17,80,0,-5,-9,-122,0,-15,-1,-1,1,2,-2
2006,7,Regular,10/23/06,8:30 PM,FALSE,Giants,Cowboys,-14,away,Giants,3,4,-3,2,-2,-5,-1,0,-3,-3,51,9,11,137,4,12,-18,-86,-2,-19,0,0,-1,3,-2
2006,8,Regular,10/29/06,1:00 PM,FALSE,Jaguars,Eagles,-7,away,Jaguars,-2,6,-9,1,0,0,-2,-2,-6,0,-58,8,17,66,3,8,-26,-124,3,6,-1,-1,-1,0,0
2006,8,Regular,10/29/06,1:00 PM,FALSE,Buccaneers,Giants,14,home,Giants,6,4,5,-3,1,-2,0,-2,5,1,77,-4,-17,9,0,6,22,68,1,10,2,3,-1,0,0
2006,8,Regular,10/29/06,1:00 PM,FALSE,Ravens,Saints,-13,away,Ravens,-4,1,-7,2,-2,0,2,4,-1,0,110,7,23,212,1,12,-25,-102,1,-1,-3,0,0,4,-4
2006,8,Regular,10/29/06,1:00 PM,FALSE,Seahawks,Chiefs,7,home,Chiefs,15,7,9,-1,2,3,1,1,30,0,259,2,-5,118,-1,-4,36,141,2,5,2,4,3,-2,-2
2006,8,Regular,10/29/06,1:00 PM,FALSE,49ers,Bears,31,home,Bears,12,9,2,1,4,4,1,1,22,1,154,11,7,136,-1,-8,16,18,0,11,3,5,-3,-2,0
2006,8,Regular,10/29/06,1:00 PM,FALSE,Cardinals,Packers,17,home,Packers,8,-2,9,1,-4,-7,0,0,0,1,165,3,-10,48,-4,-25,14,117,1,-3,2,2,0,-1,0
2006,8,Regular,10/29/06,1:00 PM,FALSE,Falcons,Bengals,-2,away,Falcons,-3,0,-6,3,-3,-3,0,0,-11,-1,-89,5,9,-19,0,-6,-20,-70,-5,-45,1,0,1,0,0
2006,8,Regular,10/29/06,1:00 PM,FALSE,Texans,Titans,6,home,Titans,-16,-11,-4,-1,-2,-2,-2,-2,-33,1,-230,-26,-31,-193,-3,-19,1,-37,-2,-10,-3,-4,-3,-2,3
2006,8,Regular,10/29/06,4:05 PM,FALSE,Rams,Chargers,14,home,Chargers,-2,-6,5,-1,2,1,-1,0,-5,0,7,-12,-17,-108,-2,-13,14,115,-1,23,-1,-1,-1,0,2
2006,8,Regular,10/29/06,4:15 PM,FALSE,Colts,Broncos,-3,away,Colts,1,-9,8,2,0,0,0,0,-2,-2,-41,-19,-18,-176,1,5,15,135,-2,-31,1,-1,1,0,0
2006,8,Regular,10/29/06,4:15 PM,FALSE,Steelers,Raiders,7,home,Raiders,-6,-10,1,3,-6,-8,-1,-2,-21,1,-262,-20,-23,-254,1,4,1,-8,-1,-25,0,-3,0,-3,4
2006,8,Regular,10/29/06,4:15 PM,FALSE,Jets,Browns,7,home,Browns,4,1,3,0,2,4,0,-1,8,1,74,4,-6,15,2,18,12,59,2,37,1,2,-1,-1,-1
2006,8,Regular,10/29/06,8:15 PM,FALSE,Cowboys,Panthers,-21,away,Cowboys,-11,-5,-7,1,-3,-5,0,0,-25,0,-210,-7,-5,-130,1,9,-21,-80,-4,-42,-3,-4,2,0,0
2006,8,Regular,10/30/06,8:30 PM,FALSE,Patriots,Vikings,-24,away,Patriots,-8,-4,-2,-2,1,3,0,1,0,0,-146,-3,-1,-106,1,-5,0,-40,-3,-46,-4,-3,-1,3,1
2006,9,Regular,11/5/06,1:00 PM,FALSE,Titans,Jaguars,30,home,Jaguars,3,0,3,0,0,-5,-1,-2,-15,-2,80,-3,-14,15,1,-1,-2,65,0,0,2,3,0,-3,2
2006,9,Regular,11/5/06,1:00 PM,FALSE,Bengals,Ravens,6,home,Ravens,5,6,2,-3,5,5,-1,-1,19,2,99,9,5,63,-2,-12,16,36,4,41,0,3,-1,-2,2
2006,9,Regular,11/5/06,1:00 PM,FALSE,Cowboys,Commanders,3,home,Commanders,-3,-3,-2,2,-5,-3,0,1,-11,4,-78,-10,-13,-84,-1,-8,3,6,-6,-112,-1,-2,1,0,0
2006,9,Regular,11/5/06,1:00 PM,FALSE,Texans,Giants,4,home,Giants,6,1,5,0,0,-2,-1,0,2,1,34,-4,-1,-7,1,10,2,41,-2,-12,1,3,-1,1,0
2006,9,Regular,11/5/06,1:00 PM,FALSE,Saints,Buccaneers,-17,away,Saints,-8,-5,-3,0,-5,-3,0,0,-14,2,-137,-6,-1,-156,4,27,-17,19,0,0,-1,-2,1,0,0
2006,9,Regular,11/5/06,1:00 PM,FALSE,Falcons,Lions,16,home,Lions,1,6,-5,0,3,1,-1,0,2,1,116,3,0,154,1,4,1,-38,1,-5,-1,3,-1,-1,0
2006,9,Regular,11/5/06,1:00 PM,FALSE,Dolphins,Bears,-18,away,Dolphins,3,4,-6,5,-2,-1,0,2,6,-1,-6,2,10,52,3,21,-7,-58,-4,-24,-2,-4,3,1,-2
2006,9,Regular,11/5/06,1:00 PM,FALSE,Packers,Bills,14,home,Bills,-15,-16,0,1,-5,-5,0,-1,-31,1,-243,-20,-32,-216,3,31,-2,-27,3,14,0,-1,-2,-2,2
2006,9,Regular,11/5/06,1:00 PM,FALSE,Chiefs,Rams,-14,away,Chiefs,12,9,2,1,-1,-1,2,3,23,2,135,21,27,206,0,0,-4,-71,3,44,-1,0,3,0,0
2006,9,Regular,11/5/06,4:05 PM,FALSE,Vikings,49ers,6,home,49ers,-9,-2,-5,-2,-2,-1,0,-1,-17,2,-105,-8,-10,-12,0,-19,-7,-93,-1,-9,0,1,-2,0,0
2006,9,Regular,11/5/06,4:15 PM,FALSE,Broncos,Steelers,-11,away,Broncos,14,13,1,0,1,1,0,2,26,0,163,22,27,182,3,24,-4,-19,-3,-10,-1,1,3,3,0
2006,9,Regular,11/5/06,4:15 PM,FALSE,Browns,Chargers,7,home,Chargers,-4,-4,6,-6,-4,-7,0,0,-22,-1,88,-7,-16,-18,-2,-12,-4,106,6,63,1,-3,0,-1,2
2006,9,Regular,11/5/06,8:15 PM,FALSE,Colts,Patriots,-7,away,Colts,0,-8,9,-1,2,3,2,2,4,-1,-5,0,-1,-100,-3,-25,8,95,1,13,-1,-2,0,3,0
2006,9,Regular,11/6/06,8:30 PM,FALSE,Raiders,Seahawks,16,home,Seahawks,7,1,6,0,1,1,-1,-2,15,-1,186,2,-5,43,-6,-33,26,143,2,20,0,3,0,0,0
2006,10,Regular,11/12/06,1:00 PM,FALSE,Jets,Patriots,-3,away,Jets,3,1,1,1,-3,-1,2,2,3,2,99,2,3,71,3,14,-3,28,0,2,0,1,1,0,0
2006,10,Regular,11/12/06,1:00 PM,FALSE,Packers,Vikings,-6,away,Packers,-2,-4,2,0,-3,-4,1,1,-11,0,-82,-6,-12,-125,4,35,-3,43,2,15,0,-2,1,1,1
